Civil Engineering621,ENCI621,
Civil Engineering623,ENCI623,
Civil Engineering627,ENCI627,
Civil Engineering629,ENCI629,
Civil Engineering633,ENCI633,
Civil Engineering635,ENCI635,
Civil Engineering637,ENCI637,
Civil Engineering639,ENCI639,
Civil Engineering641,ENCI641, Civil Engineering 639.
Civil Engineering643,ENCI643,
Civil Engineering645,ENCI645,
Civil Engineering647,ENCI647,
Civil Engineering653,ENCI653,
Civil Engineering655,ENCI655,
Civil Engineering657,ENCI657,
Civil Engineering659,ENCI659,
Civil Engineering665,ENCI665,
Civil Engineering667,ENCI667,
Civil Engineering669,ENCI669,
Civil Engineering671,ENCI671,
Civil Engineering673,ENCI673,
Civil Engineering689,ENCI689, Civil Engineering 691 and 697.
Civil Engineering691,ENCI691, Consent of the Program Director.
Civil Engineering693,ENCI693,
Civil Engineering695,ENCI695,
Civil Engineering697,ENCI697,
Civil Engineering699,ENCI699,
Civil Engineering707,ENCI707, Consent of the Department.
Civil Engineering709,ENCI709,Civil Engineering 707.
Civil Engineering711,ENCI711,An undergraduate degree in engineering or instructor approval.
Civil Engineering715,ENCI715, Consent of the Department.
Civil Engineering717,ENCI717,Consent of the Department.
Civil Engineering741,ENCI741,
Civil Engineering745,ENCI745,
Civil Engineering747,ENCI747,
Civil Engineering749,ENCI749,
Civil Engineering751,ENCI751,
Civil Engineering753,ENCI753,
course_name,course_code,prerequisites
Communication and Culture201,CMCL201,
Communication and Culture203,CMCL203,Communication and Culture 201 or 301. 
Communication and Culture305,CMCL305,
Communication and Culture307,CMCL307,
Communication and Culture507,CMCL507,"48 units and consent of the Department of Communication, Media and Film."
Communication and Culture509,CMCL509,"Communication and Culture 507, or General Studies 507 and consent of the Department of Communication, Media and Film."
course_name,course_code,prerequisites
Communication and Media Studies201,COMS201,
Communication and Media Studies203,COMS203,
Communication and Media Studies313,COMS313,Communication and Media Studies 201 or Communications Studies 201 or admission to Bachelor of Film Studies.
Communication and Media Studies363,COMS363,24 units.
Communication and Media Studies367,COMS367,Communication and Media Studies 201.
Communication and Media Studies369,COMS369,Prerequisite or Corequisite: Communication and Media Studies 201 or Communications Studies 201.
Communication and Media Studies371,COMS371,Communication and Media Studies 201 or Communications Studies 201.
Communication and Media Studies381,COMS381,
Communication and Media Studies383,COMS383,
Communication and Media Studies393,COMS393,Communication and Media Studies 201 or Communications Studies 201.
Communication and Media Studies401,COMS401,
Communication and Media Studies413,COMS413,Communication and Media Studies 313 or Communications Studies 313.
Communication and Media Studies435,COMS435,Communication and Media Studies 201 or Communications Studies 201.
Communication and Media Studies463,COMS463,"One of Communication and Media Studies 363, 383, 369, Communications Studies 363, 383, or 369."
Communication and Media Studies469,COMS469,Communication and Media Studies 369 or Communications Studies 369.
Communication and Media Studies473,COMS473,Communication and Media Studies 371 or Communications Studies 371. 
Communication and Media Studies475,COMS475,Communication and Media Studies 371 or Communications Studies 371.
Communication and Media Studies477,COMS477,
Communication and Media Studies479,COMS479,Communication and Media Studies 371.
Communication and Media Studies481,COMS481,Communication and Media Studies 203 and 371.
Communication and Media Studies485,COMS485,
Communication and Media Studies491,COMS491,
Communication and Media Studies501,COMS501, Consent of the Department.
Communication and Media Studies502,COMS502,Communication and Media Studies 371 or 435.
Communication and Media Studies503,COMS503, One of Communication and Media Studies 371 and 381 and admission to a major or minor program in Communication and Media Studies.
Communication and Media Studies507,COMS507,"Communication and Media Studies 201 or Communications Studies 201; and one additional course labelled Communication and Media Studies or Science, Technology and Society 341, 421 and admission to a majors or minor program in the Department of Communication, Media and Film and consent of the Department."
Communication and Media Studies581,COMS581,"Admission to the Bachelor of Communication and Media Studies program or Bachelor of Film Studies program. One of Communication and Media Studies 369, 371, 381 or one of Communications Studies 369, 371, 381 or one of Film 321, 323, 331 or 333; and first year of an applicable diploma program from SAIT or an approved equivalent. "
Communication and Media Studies591,COMS591,"78 units, including Communication and Media Studies 313, 369, 371, 381, or Communications Studies 313, 369, 371, 381 and admission to the BA in Communication and Media Studies. "
Communication and Media Studies595,COMS595,Communication and Media Studies 313 or Communications Studies 313 and admission to the Honours Program. 
Communication and Media Studies597,COMS597,Communication and Media Studies 595 and admission to the Honours Program. 
Communication and Media Studies601,COMS601,
Communication and Media Studies603,COMS603,
Communication and Media Studies613,COMS613,
Communication and Media Studies615,COMS615,
Communication and Media Studies617,COMS617,
Communication and Media Studies619,COMS619, 
Communication and Media Studies623,COMS623,
Communication and Media Studies631,COMS631,
Communication and Media Studies641,COMS641,
Communication and Media Studies643,COMS643,
Communication and Media Studies645,COMS645,
Communication and Media Studies647,COMS647,
Communication and Media Studies711,COMS711,
Communication and Media Studies713,COMS713,Admission to the Communication and Media Studies PhD program.
Communication and Media Studies717,COMS717,
course_name,course_code,prerequisites
Community Health Sciences600,MDCH600,Admission to the Community Health Sciences or Public Health and Preventative Medicine program or consent of the program. Not available to Open Studies students.
Community Health Sciences602,MDCH602,Admission to the Master of Community Medicine specialization or the Public Health and Preventative Medicine program.
Community Health Sciences603,MDCH603,Admission to the Community Health Sciences graduate program’s Health Care Epidemiology specialization.
Community Health Sciences604,MDCH604,Admission to the Community Health Sciences graduate program.
Community Health Sciences605,MDCH605,"Consent of the Cumming School of Medicine.
  "
Community Health Sciences610,MDCH610,Admission to the Community Health Sciences graduate program or Public Health and Preventative Medicine program or consent of the program. Not available to Open Studies students.
Community Health Sciences611,MDCH611,"Community Health Sciences 610 or Medical Science 643.01 and admission to the Community Health Sciences graduate program. Not available to Open Studies students.          
  "
Community Health Sciences612,MDCH612,Admission to the Community Health Sciences graduate program and Community Health Sciences 611 or Medical Science 643.02 or consent of the program. Not available to Open Studies students. 
Community Health Sciences626,MDCH626,Admission to the Medical Education specialization of the Community Health Sciences graduate program or consent of the program.
Community Health Sciences627,MDCH627,Admission to the Medical Education Specialization of the Community Health Sciences graduate program or consent of the program.
Community Health Sciences628,MDCH628,"Admission to the Medical Education Specialization of the Community Health Sciences graduate program or consent of the program.
   "
Community Health Sciences629,MDCH629,"Admission to the Medical Education Specialization of the Community Health Sciences graduate program or consent of the program.
  "
Community Health Sciences630,MDCH630,"Admission to the Medical Education Specialization of the Community Health Sciences graduate program or consent of the program.
    "
Community Health Sciences631,MDCH631,"Admission to the Medical Education Specialization of the Community Health Sciences graduate program or consent of the program.
  "
Community Health Sciences640,MDCH640,Admission to the Community Health Sciences graduate program or Public Health and Preventative Medicine program or consent of the program. Not available to Open Studies students. 
Community Health Sciences641,MDCH641,Admission to the Community Health Sciences graduate program and Community Health Sciences 610 and 640 or Medical Science 643.01 and 647.01 or consent of the program.
Community Health Sciences642,MDCH642,"Community Health Sciences 610 and 640 and admission to the Community Health Sciences graduate program or consent of the program. Not available to Open Studies students.
        "
Community Health Sciences643,MDCH643,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences644,MDCH644,Admission to the Community Health Sciences graduate program or consent of the program. 
Community Health Sciences645,MDCH645,"Community Health Sciences 644 or Medical Science 647.10 and admission to the Community Health Sciences graduate program or consent of the program.
  "
Community Health Sciences646,MDCH646,"Community Health Sciences 610 and 640 or Medical Science 643.01 and 647.01 and admission to the Community Health Sciences graduate program or consent of the program.
  "
Community Health Sciences647,MDCH647,"Community Health Sciences 610 and 640 or Medical Science 643.01 and 647.01 and admission to the Community Health Sciences graduate program with a clinical background or consent of the program.
  "
Community Health Sciences648,MDCH648,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences649,MDCH649,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences660,MDCH660,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences661,MDCH661,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences662,MDCH662,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences663,MDCH663,"Community Health Sciences 662 or Medical Science 659.08 and admission to the Community Health Sciences graduate program or consent of the program.
  "
Community Health Sciences664,MDCH664,"Minimum grade of ""B+"" in Community Health Sciences 610 and 640 or Medical Science 643.01 and 647.01 and consent of the program."
Community Health Sciences665,MDCH665,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences666,MDCH666,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences667,MDCH667,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences680,MDCH680,Admission to the Community Health Sciences graduate program or Public Health and Preventative Medicine program or consent of the program.
Community Health Sciences681,MDCH681,"Community Health Sciences 610 or Medical Science 643.01 and admission to in the Community Health Sciences graduate program or consent of the program. Not available to Open Studies students.
  "
Community Health Sciences683,MDCH683,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences687,MDCH687,Admission to the Community Health Sciences graduate program or the Public Health and Preventative Medicine program or consent of the program.
Community Health Sciences689,MDCH689,Admission to the Community Health Sciences graduate program or consent of the program.
Community Health Sciences700,MDCH700,Consent of the program.
Community Health Sciences710,MDCH710,Consent of the program.
Community Health Sciences720,MDCH720,
Community Health Sciences730,MDCH730,"Admission to the Medical Education Specialization in the PhD program in Community Health Sciences.
  "
Community Health Sciences740,MDCH740,"Community Health Sciences 640 or Medical Science 647.01 and registration in the Community Health Sciences graduate program. Consent of the program is required for all other students. 
   "
Community Health Sciences741,MDCH741,"Community Health Sciences 610 or Medical Science 643.01 and Community Health Sciences 640 or Medical Science 647.01 and admission to the Community Health Sciences graduate program, or consent of the program.
  "
Community Health Sciences742,MDCH742,Community Health Sciences 640 or Medical Science 647.01 and consent of the program.
Community Health Sciences760,MDCH760,Community Health Sciences 660 or Medical Science 645.18 and consent of the program.
Community Health Sciences761,MDCH761,"Community Health Sciences 681 or Medical Science 659.02 and admission to the Community Health Sciences graduate program, or consent of the program.
  "
Community Health Sciences780,MDCH780,Community Health Sciences 680 or Medical Science 651.04 and consent of the program.
course_name,course_code,prerequisites
Community Rehabilitation205,CORE205,
Community Rehabilitation207,CORE207,Community Rehabilitation 205 or consent of the Program.
Community Rehabilitation209,CORE209,
Community Rehabilitation321,CORE321,
Community Rehabilitation435,CORE435,24 units including at least one of Community Rehabilitation 205 or 209 or admission to BCR or BCR-C.
Community Rehabilitation471,CORE471,"24 units, including at least one of Community Rehabilitation 205 or 209 or admission to BCR or BCR-C."
Community Rehabilitation473,CORE473,24 units including at least one of Community Rehabilitation 205 and 207 or admission to BCR or BCR-C.
Community Rehabilitation475,CORE475,"24 units including at least one of Community Rehabilitation 205 and 207, or admission to BCR or BCR-C."
Community Rehabilitation485,CORE485,27 units.  
Community Rehabilitation487,CORE487,Community Rehabilitation 207.
Community Rehabilitation536,CORE536,Admission to the BCR or BCR-C program.
Community Rehabilitation537,CORE537,Admission to the BCR or BCR-C program.
Community Rehabilitation538,CORE538,Admission to the BCR or BCR-C program.
Community Rehabilitation541,CORE541,54 units.
Community Rehabilitation543,CORE543,48 units and admission to the BCR or BCR-C program.
Community Rehabilitation547,CORE547,"48 units.
    "
Community Rehabilitation549,CORE549,"48 units.
    "
Community Rehabilitation553,CORE553,24 units.
Community Rehabilitation559,CORE559,"24 units.
     "
Community Rehabilitation569,CORE569,48 units.
Community Rehabilitation573,CORE573,54 units.
Community Rehabilitation583,CORE583,48 units.
Community Rehabilitation591,CORE591,54 units.
Community Rehabilitation594,CORE594,"54 units and enrolment in BCR, Minor in Community Rehabilitation and Disability Studies, Minor in Adapted and Therapeutic Physical Activity or Concentration in Community Rehabilitation and Disability Studies for Health and Society Majors in the Bachelor of Health Sciences program."
Community Rehabilitation595,CORE595,Community Rehabilitation 594.
Community Rehabilitation597,CORE597,Admission to the BCR-C distance program.
Community Rehabilitation598,CORE598,Community Rehabilitation 596 or 597 and admission to the BCR-C distance program.
Community Rehabilitation624,CORE624,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation630,CORE630,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation631,CORE631,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation632,CORE632,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation633,CORE633,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation634,CORE634,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation641,CORE641,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation650,CORE650,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation651,CORE651,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation652,CORE652,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation653,CORE653,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation654,CORE654,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation655,CORE655,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation656,CORE656,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation676,CORE676,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other students.
Community Rehabilitation730,CORE730,Must be registered in the Community Health Sciences graduate program. Consent of the instructor is required for all other graduate students.
course_name,course_code,prerequisites
Comparative Literature399,COLT399,
course_name,course_code,prerequisites
Computational Media Design601,CMDA601,
Computational Media Design603,CMDA603,
course_name,course_code,prerequisites
Computer Engineering335,ENCM335,Engineering 233.
Computer Engineering369,ENCM369,Electrical Engineering 353 and Computer Engineering 335 or 339 or Software Engineering for Engineers 337.
Computer Engineering467,ENCM467, Electrical Engineering 343 and 361.
Computer Engineering501,ENCM501,Computer Engineering 369 and 511.
Computer Engineering507,ENCM507, Electrical Engineering 353.
Computer Engineering509,ENCM509,Electrical Engineering 327 or consent of the Department.
Computer Engineering511,ENCM511, Computer Engineering 369.
Computer Engineering515,ENCM515, Computer Engineering 369.
Computer Engineering517,ENCM517, Computer Engineering 335 or 339 or Software Engineering for Software Engineers 337.
Computer Engineering519,ENCM519, Consent of the Department.
course_name,course_code,prerequisites
Computer Science203,CPSC203,
Computer Science217,CPSC217,
Computer Science219,CPSC219,Computer Science 217 or Data Science 211.
Computer Science231,CPSC231,
Computer Science233,CPSC233,Computer Science 231.
Computer Science235,CPSC235,Consent of the Department.
Computer Science313,CPSC313,"Mathematics 271 or 273; Philosophy 279 or 377; and one of Computer Science 219, 233 or 235."
Computer Science319,CPSC319,"One of Computer Science 219, 233, 235, Computer Engineering 335, 339 or Software Engineering for Engineers 337."
Computer Science329,CPSC329,"One of Computer Science 217, 231, 235, Data Science 211 or Engineering 233."
Computer Science331,CPSC331,"Mathematics 271 or 273; and one of Computer Science 219, 233, 235 or Computer Engineering 339."
Computer Science335,CPSC335,"Computer Science 319 or 331.
         "
Computer Science355,CPSC355,"One of Computer Science 219, 233 or 235."
Computer Science359,CPSC359,Computer Science 355 and Philosophy 279 or 377.
Computer Science399,CPSC399,Consent of the Department.
Computer Science405,CPSC405,Software Engineering 300.
Computer Science409,CPSC409,Computer Science 355.
Computer Science411,CPSC411,Computer Science 319 or 331.
Computer Science413,CPSC413,"Computer Science 313, 331; Mathematics 211 or 213; and one of Mathematics 249, 265 or 275."
Computer Science418,CPSC418,"Computer Science 331 and one of Mathematics 271, 273, 315 or Pure Mathematics 315."
Computer Science433,CPSC433,Computer Science 313 and Philosophy 279 or 377.
Computer Science441,CPSC441,"Computer Science 319 or 331; and one of Computer Science 325, 359 or Computer Engineering 369."
Computer Science449,CPSC449,Computer Science 319 or 331; and Philosophy 279 or 377.
Computer Science453,CPSC453,"Computer Science 319 or 331; and Mathematics 211 or 213; and one of Mathematics 253, 267, 277, 283 or Applied Mathematics 219."
Computer Science457,CPSC457,"Computer Science 319 or 331; and one of Computer Science 325, 359 or Computer Engineering 369."
Computer Science461,CPSC461,Computer Science 355 and one of 319 or 331.
Computer Science471,CPSC471,Computer Science 319 or 331.
Computer Science481,CPSC481,"One of Software Engineering 300, 301 or Data Science 311."
Computer Science491,CPSC491,"Computer Science 319 or 331; and Mathematics 211 or 213; and one of Mathematics 249, 251, 265, 275, 281 or Applied Mathematics 217."
Computer Science499,CPSC499,Consent of the Department.
Computer Science501,CPSC501,Computer Science 349 or 449.
Computer Science502,CPSC502,Consent of the Department.
Computer Science503,CPSC503,Consent of the Department.
Computer Science511,CPSC511,Computer Science 413.
Computer Science513,CPSC513,Computer Science 313.
Computer Science517,CPSC517,Computer Science 413.
Computer Science518,CPSC518,Computer Science 413 and one of Mathematics 211 or 213.
Computer Science519,CPSC519,Computer Science 413 and one of Mathematics 311 or 313.
Computer Science521,CPSC521,Computer Science 313 and one of Computer Science 349 or 449.
Computer Science522,CPSC522,Computer Science 413.
Computer Science525,CPSC525,Computer Science 457 and one of Mathematics 271 or 273.
Computer Science526,CPSC526,Computer Science 441.
Computer Science527,CPSC527,Computer Science 313 and 457 and consent of the Department.
Computer Science528,CPSC528,Computer Science 313 and 457 and consent of the Department.
Computer Science530,CPSC530,"One of Computer Science 219, 233 or 235, one of Mathematics 271, 273, 315 or Pure Mathematics 315, and one of Statistics 205 or 211  or 213 or 321 or Mathematics 321."
Computer Science531,CPSC531,Computer Science 457 and one of Mathematics 321 or Statistics 205 or 211 or 213 or 321.
Computer Science535,CPSC535,"One of Mathematics 311, 313, 331, 353, 376, Applied Mathematics 307, 311, Pure Mathematics 331."
Computer Science550,CPSC550,Computer Science 457 and consent of the Department.
Computer Science559,CPSC559,Computer Science 441 and 457.
Computer Science561,CPSC561,Computer Science 413.
Computer Science565,CPSC565,Computer Science 433.
Computer Science567,CPSC567,Computer Science 457 and 433.
Computer Science568,CPSC568,Computer Science 433 and consent of the Department.
Computer Science571,CPSC571,Computer Science 471.
Computer Science572,CPSC572,Computer Science 571.
Computer Science575,CPSC575,Software Engineering 300. 
Computer Science577,CPSC577,Computer Science 453. 
Computer Science581,CPSC581,Computer Science 481 and consent of the Department.
Computer Science583,CPSC583,Computer Science 319 or 331 or Data Science 311.
Computer Science584,CPSC584,Computer Science 481.
Computer Science585,CPSC585,Computer Science 453 and consent of the Department.
Computer Science587,CPSC587,Computer Science 453.
Computer Science589,CPSC589,Computer Science 453.
Computer Science591,CPSC591,Computer Science 453.
Computer Science594,CPSC594,Consent of the Department.
Computer Science598,CPSC598,Consent of the Department.
Computer Science599,CPSC599,Consent of the Department.
Computer Science601,CPSC601,
Computer Science605,CPSC605,
Computer Science607,CPSC607,
Computer Science609,CPSC609,
Computer Science610,CPSC610,
Computer Science611,CPSC611,
Computer Science615,CPSC615,
Computer Science617,CPSC617,
Computer Science619,CPSC619,
Computer Science622,CPSC622,
Computer Science625,CPSC625,
Computer Science626,CPSC626,
Computer Science627,CPSC627,Consent of the Department.
Computer Science628,CPSC628,Consent of the Department.
Computer Science629,CPSC629,
Computer Science630,CPSC630,
Computer Science635,CPSC635,
Computer Science641,CPSC641,
Computer Science643,CPSC643,
Computer Science653,CPSC653,
Computer Science657,CPSC657,
Computer Science661,CPSC661,
Computer Science662,CPSC662,
Computer Science667,CPSC667,
Computer Science669,CPSC669,
Computer Science671,CPSC671,
Computer Science672,CPSC672,
Computer Science673,CPSC673,
Computer Science675,CPSC675,
Computer Science681,CPSC681,
Computer Science683,CPSC683,
Computer Science687,CPSC687,
Computer Science689,CPSC689,
Computer Science691,CPSC691,
Computer Science695,CPSC695,
Computer Science696,CPSC696,
Computer Science697,CPSC697,
Computer Science698,CPSC698,
Computer Science699,CPSC699,
Computer Science701,CPSC701,
Computer Science767,CPSC767,Computer Science 567 or 609.
Computer Science771,CPSC771,
Computer Science781,CPSC781,Computer Science 481.
Computer Science785,CPSC785,
Computer Science789,CPSC789,
course_name,course_code,prerequisites
Co-operative Education501,COOP501,
Co-operative Education503,COOP503,
Co-operative Education511,COOP511,
Co-operative Education523,COOP523,
Co-operative Education543,COOP543,
course_name,course_code,prerequisites
Dance201,DNCE201,
Dance205,DNCE205, Dance 201.
Dance207,DNCE207, Dance 205 and audition or admission to the Dance major.
Dance209,DNCE209,Dance 207. Audition required if Dance 207 was not completed in the previous term.
Dance211,DNCE211,
Dance213,DNCE213,Dance 211.
Dance215,DNCE215,
Dance217,DNCE217,Dance 215.
Dance221,DNCE221,
Dance223,DNCE223,Dance 221.    
Dance235,DNCE235,Dance 207 and admission to the Dance program.    
Dance243,DNCE243,
Dance247,DNCE247,Admission to the Dance major.    
Dance267,DNCE267,Admission to the Dance major.  
Dance295,DNCE295,"Consent of the Division Chair, Dance."
Dance303,DNCE303,Dance 209 and audition.
Dance305,DNCE305,Dance 209 and audition.
Dance307,DNCE307,Dance 305. Audition required if Dance 305 was not completed in the previous term.  
Dance309,DNCE309," Consent of the Division Chair, Dance."
Dance311,DNCE311, Dance 211 and audition.
Dance313,DNCE313,Dance 311. Audition required if Dance 311 was not completed in the previous term.   
Dance321,DNCE321, Dance 221 and audition.
Dance323,DNCE323,Dance 321. Audition required if Dance 321 was not completed in the previous term.  
Dance331,DNCE331, Dance 209 and 247. 
Dance333,DNCE333, Dance 331. 
Dance341,DNCE341,
Dance343,DNCE343,"One junior level dance course and consent of the Division Chair, Dance."
Dance345,DNCE345,
Dance347,DNCE347,Dance 267.
Dance359,DNCE359,Dance 209 and 235.
Dance363,DNCE363,"Dance 235; and Kinesiology 259 or Dance 359; and two of Dance 205, 207, 209, 211, 221. "
Dance365,DNCE365, Dance 235.
Dance375,DNCE375,"Dance 235 and consent of the Division Chair, Dance."
Dance391,DNCE391,Dance 333.
Dance395,DNCE395," Consent of the Division Chair, Dance. "
Dance397,DNCE397," Consent of the Division Chair, Dance. "
Dance405,DNCE405,Dance 307 and audition.
Dance407,DNCE407,Dance 405. Audition required if Dance 405 was not completed in the previous term.  
Dance411,DNCE411,Dance 313 and audition.
Dance413,DNCE413,Dance 411. Audition required if Dance 411 was not completed in the previous term.
Dance421,DNCE421,Dance 323 and audition.
Dance423,DNCE423,"Dance 421. Audition required if Dance 421 was not completed in the previous term.	"
Dance427,DNCE427,
Dance431,DNCE431,"Dance 333 and consent of the Division Chair, Dance. "
Dance433,DNCE433,"Dance 431 and consent of the Division Chair, Dance. "
Dance435,DNCE435,"Dance 405, 433 and consent of the Division Chair, Dance.
   "
Dance437,DNCE437,Dance 333.
Dance447,DNCE447,"Dance 235, 307 and 333."
Dance449,DNCE449,"Dance 235, 307 and 333. "
Dance465,DNCE465,9 units in Dance and/or Psychology.
Dance475,DNCE475, Dance 375.
Dance481,DNCE481,Dance 267 and 347.
Dance491,DNCE491,60 units.
Dance493,DNCE493,"Dance 447 and 449 and consent of the Division Chair, Dance."
Dance495,DNCE495," Consent of the Division Chair, Dance. "
Dance503,DNCE503,"Consent of the Division Chair, Dance."
Dance505,DNCE505,Dance 407 and audition.
Dance507,DNCE507,Dance 505. Audition required if Dance 505 was not completed in the previous term.
Dance531,DNCE531,Dance 435 and admission to the BFA Dance program.
Dance571,DNCE571," Consent of the Division Chair, Dance."
Dance574,DNCE574," Consent of the Division Chair, Dance."
Dance581,DNCE581,"Consent of the Division Chair, Dance. "
Dance591,DNCE591,"Dance 407 or 413, 78 units and consent of the Division Chair, Dance."
Dance681,DNCE681," Consent of the Division Chair, Dance."
course_name,course_code,prerequisites
Dance Education325,DCED325,Admission to the Leadership in Pedagogy and Coaching Major.
course_name,course_code,prerequisites
Data Science201,DATA201,
Data Science211,DATA211,
Data Science305,DATA305,"Data Science 201; one of Data Science 211, Computer Science 217, 231 or 235; and one of Statistics 205, 217, 327, Biology 315, Economics 395, Political Science 399, Psychology 300, Sociology 311, Engineering 319 or Linguistics 560."
Data Science311,DATA311,"Data Science 201; and one of Data Science 211, Computer Science 217, 231, 235 or Engineering 233. "
Data Science501,DATA501,"One of Data Science 311 or Computer Science 471; and one of Data Science 305, Statistics 323, Biology 315, Sociology 315, Economics 395, Linguistics 560, Psychology 301 or 312."
Data Science601,DATA601,"Admission to the Graduate Certificate in Fundamental Data Science and Analytics, or the Graduate Diploma in Data Science and Analytics."
Data Science602,DATA602,"Admission to the Graduate Certificate in Fundamental Data Science and Analytics, or the Graduate Diploma in Data Science and Analytics."
Data Science603,DATA603,Data Science 602 and admission to the Graduate Certificate in Fundamental Data Science and Analytics or the Graduate Diploma in Data Science and Analytics.
Data Science604,DATA604,Data Science 601 and admission to the Graduate Certificate in Fundamental Data Science and Analytics or the Graduate Diploma in Data Science and Analytics.
Data Science605,DATA605,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science606,DATA606,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science607,DATA607,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics.
     "
Data Science608,DATA608,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science611,DATA611,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science612,DATA612,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science613,DATA613,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science614,DATA614,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science621,DATA621,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science622,DATA622,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics.
     "
Data Science623,DATA623,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
Data Science624,DATA624,"Data Science 601, 602, 603, 604 and admission to the Graduate Diploma in Data Science and Analytics."
course_name,course_code,prerequisites
Development Studies201,DEST201,
Development Studies301,DEST301,Development Studies 201.
Development Studies302,DEST302,Development Studies 201.
Development Studies375,DEST375, Development Studies 201 or Women's Studies 201.
Development Studies393,DEST393, Development Studies 201.
Development Studies400,DEST400, Consent of the Department.
Development Studies401,DEST401,Development Studies 393.
Development Studies403,DEST403, Development Studies 393 or Indigenous Studies 317.
Development Studies405,DEST405,Development Studies 393 or Anthropology 313 or Indigenous Studies 317.
Development Studies485,DEST485,Development Studies 393.
Development Studies501,DEST501,Consent of the Department. 
Development Studies591,DEST591,"Development Studies 302, 393 and consent of the Department."
Development Studies593,DEST593,Development Studies 393 and admission to the Development Studies Honours Program.
course_name,course_code,prerequisites
Drama203,DRAM203,
Drama205,DRAM205,
Drama209,DRAM209,
Drama210,DRAM210,Drama 209.
Drama223,DRAM223,
Drama225,DRAM225,
Drama242,DRAM242,
Drama243,DRAM243,Drama 242.
Drama301,DRAM301,"Drama 200 or 210, audition and consent of Division Chair, Drama."
Drama302,DRAM302,Drama 301.
Drama313,DRAM313,
Drama317,DRAM317, Drama 223 and 225.
Drama319,DRAM319, Drama 223 and 225.
Drama320,DRAM320,
Drama321,DRAM321, Drama 223 and 225.
Drama345,DRAM345,
Drama346,DRAM346,Drama 243.
Drama347,DRAM347,
Drama348,DRAM348,Drama 346.
Drama355,DRAM355,
Drama360,DRAM360,
Drama365,DRAM365,Drama 209 and 210 or Drama 200.
Drama367,DRAM367,Drama 365.
Drama371,DRAM371," Drama 200 or 210; 223, 225; and 240 or 243."
Drama381,DRAM381,
Drama391,DRAM391," Drama 200 or 210; 223, 225; and 240 or 243 and consent of the Division Chair, Drama."
Drama393,DRAM393," Drama 391 and consent of the Division Chair, Drama."
Drama400,DRAM400," Drama 300 or 302, audition and consent of the Division Chair, Drama."
Drama411,DRAM411,"Drama 223, one of 200 or 210 and one of 340 or 346."
Drama413,DRAM413,Drama 411.
Drama419,DRAM419,"Drama 313 or consent of the Division Chair, Drama."
